PaisDestino,Anio,ValorMilesFOBDol,ValorMilesPesos,VolumenToneladas
Aruba,2014,758.1499999999997,1530384.4100000001,56.41999999999999
Panamá,2008,524.14,1006617.4000000001,56.14
Trinidad y Tobago,2008,694.91,1270088.2700000003,55.730000000000004
Puerto Rico,2014,630.4000000000001,1278310.55,54.17999999999999
Guatemala,2015,472.4,1223288.6900000002,54.14
Estonia,2011,406.2,775056.6100000001,53.800000000000004
Oman,2015,195.76,533454.1399999999,53.8
Bolivia,2010,931.9300000000002,1774691.89,52.830000000000005
ZFP Bogotá,2009,334.89000000000004,668595.7399999999,52.019999999999996
Costa Rica,2009,309.62,715799.1799999999,51.81
Venezuela,2017,439.55000000000007,1312690.1700000002,50.91
Aruba,2009,569.3100000000002,1185549.4900000002,50.39999999999999
Vietnam,2016,137.03,407221.9,50.39
Trinidad y Tobago,2014,766.65,1529829.9999999995,50.17999999999999
Uruguay,2018,547.18,1584316.76,50.13
Panamá,2007,436.32000000000005,909202.3300000002,50.01999999999999
Venezuela,2018,453.11,1333610.26,48.900000000000006
Uruguay,2017,652.0699999999999,1926973.1999999997,48.07
Paraguay,2017,842.81,2491957.45,47.870000000000005
Trinidad y Tobago,2013,659.8000000000002,1241304.62,47.57
Aruba,2010,668.9099999999999,1259994.37,47.27000000000001
Bolivia,2014,763.3800000000001,1537770.7099999997,47.2
Costa Rica,2008,366.84999999999997,746833.7,46.510000000000005
Aruba,2011,630.8900000000001,1174840.49,45.82
Bolivia,2013,786.6100000000001,1468254.1500000001,45.72
Puerto Rico,2018,459.25,1356667.46,45.580000000000005
Paraguay,2011,470.83,851536.51,45.27
Trinidad y Tobago,2006,467.69999999999993,1105128.76,45.06
Guatemala,2008,224.00000000000003,461399.6699999999,44.91
Colombia,2018,586.6100000000001,1703283.8800000006,44.1
ZFP Cucuta,2007,378.69000000000005,781068.75,44.02
El Salvador,2013,859.2600000000001,1611359.9699999997,43.93999999999999
Puerto Rico,2016,393.7,1202365.74,42.10000000000001
Bolivia,2008,606.37,1192354.6400000001,41.949999999999996
Reunión,2017,140.07999999999998,407838.91000000003,41.93
Hungría,2006,87.34,197835.03,41.7
Trinidad y Tobago,2009,521.4300000000001,1145824.9600000002,41.52
Aruba,2006,376.81,898044.97,40.920000000000016
Colombia,2009,230.21999999999997,530825.0900000001,40.24
Indonesia,2010,186.27999999999997,363885.03,40.019999999999996
Croacia,2013,133.47,248742.66999999998,39.93
Suiza,2014,107.27000000000001,213920.43,39.769999999999996
Guatemala,2009,237.93,559312.29,39.61
Macao,2015,153.69,404658.35,39.39
Indonesia,2018,120.32,361949.56000000006,39.279999999999994
Macao,2014,143.89,311195.49,39.26
Albania,2015,144.94,396696.98,39.22
Libia,2018,130.15,383659.02,39.2
Georgia,2010,171.74,329146.93,39.2
Uruguay,2011,200.6,377057.24000000005,39.169999999999995
Argelia,2017,143.72,423578.65,39.16
Georgia,2016,145.86,435304.12,39.120000000000005
Emiratos Árabes Unidos,2012,243.62,438308.64,38.65
Puerto Rico,2015,427.35999999999996,1148041.26,38.63999999999999
Polinesia Francesa,2013,130.73,243601.59,38.56999999999999
Albania,2017,132.53,389253.16000000003,38.54
Indonesia,2008,122.7,220305.35,38.510000000000005
Albania,2012,170.92000000000002,313170.43,38.510000000000005
Indonesia,2016,129.98000000000002,378821.0,38.510000000000005
Georgia,2015,138.95,374114.56,38.489999999999995
Turquía,2009,139.12,296034.98,38.489999999999995
Islandia,2008,123.28999999999999,222430.82,38.480000000000004
Madagascar,2007,106.16,213500.28,38.480000000000004
Albania,2013,124.0,237557.3,38.46
Jamaica,2014,137.63,299769.87,38.45
Georgia,2012,187.59,333136.19,38.41
Argelia,2016,120.51,376760.6,38.4
Chipre,2017,184.18,545472.06,38.370000000000005
Islandia,2014,160.58,304650.31,38.18
Brasil,2014,278.90999999999997,593190.92,38.099999999999994
Surinam,2012,339.28,604786.9099999999,37.7
Vietnam,2015,115.02000000000001,300125.11,37.49
Georgia,2014,179.18,357297.44,37.46
Puerto Rico,2017,373.71000000000004,1099818.5500000003,37.43
Turquía,2011,253.88,485831.93,37.41
Trinidad y Tobago,2010,479.1600000000001,908958.4,36.83
ZFP Centro Logístico del Pacífico CELPA,2012,398.80999999999995,706910.3799999999,36.8
Macao,2013,132.32999999999998,241237.95,36.75
Uruguay,2016,451.93,1379282.1099999999,36.59
Paraguay,2018,604.75,1775657.5600000003,36.43999999999999
Bolivia,2007,430.3299999999999,873294.1,36.32000000000001
Emiratos Árabes Unidos,2011,221.59,410775.83,36.25000000000001
Bolivia,2012,703.6299999999998,1269309.08,36.14999999999999
Puerto Rico,2013,508.2,943456.1099999998,35.87
Emiratos Árabes Unidos,2013,142.64,266675.56,35.44
Barbados,2011,154.6,282640.98999999993,35.349999999999994
Macao,2007,95.38,195726.67,35.0
Macao,2011,209.26999999999998,383357.47,34.980000000000004
Honduras,2018,239.41,691874.88,34.769999999999996
Indonesia,2013,286.57,512297.98,34.6
Paraguay,2015,744.4000000000001,2046646.7000000002,34.21
Uruguay,2012,360.82,647592.73,34.160000000000004
Colombia,2017,463.62,1370688.1699999995,34.120000000000005
Guatemala,2013,285.3,530930.13,33.99
Uruguay,2015,575.09,1519934.48,33.38999999999999
India,2016,197.70999999999998,607881.51,33.08
Bolivia,2011,371.75000000000006,695939.48,31.559999999999995
India,2018,104.18,303742.48,31.2
Paraguay,2016,523.88,1579878.4899999998,30.79
Indonesia,2012,462.86,827278.72,30.78
Uruguay,2013,488.8200000000001,922403.68,30.47
Paraguay,2012,314.90999999999997,562750.83,29.610000000000003
Surinam,2009,372.38000000000005,843005.76,29.430000000000003
República Dominicana,2011,178.19,333544.11,28.92
Aruba,2007,293.46999999999997,597765.02,28.89
República Dominicana,2010,230.60999999999999,440255.68,28.470000000000002
Gibraltar,2007,76.35,162578.47999999998,28.0
Barbados,2012,186.00000000000003,334811.29,27.169999999999995
Emiratos Árabes Unidos,2009,104.21000000000001,254854.07,26.68
Colombia,2016,327.97999999999996,989642.62,26.470000000000002
Aruba,2008,289.03999999999996,598325.5100000001,26.110000000000003
Surinam,2018,323.6,945338.65,25.480000000000004
Surinam,2011,289.58,533603.5899999999,25.389999999999997
República Dominicana,2012,192.98,345690.68,25.06
Uruguay,2014,382.55,739457.8,24.05
Nicaragua,2018,219.85,650237.02,22.93
Surinam,2008,282.15,575362.33,22.66
Turquía,2006,139.63,329215.64,22.53
Honduras,2016,197.82,601099.7100000001,22.189999999999998
ZFP Bogotá,2012,221.43,400087.54,21.89
Honduras,2017,164.62,486508.17999999993,21.58
Surinam,2007,245.01999999999998,506214.63,21.560000000000002
Bonaire- San Eustatios y Saba,2016,79.34,252361.64,21.55
Serbia,2016,72.36,224326.95,20.87
Bulgaria,2018,76.3,226891.09,20.790000000000003
Fiji,2009,70.78,161889.52,20.61
Suiza,2012,97.58,172218.78,20.27
República Dominicana,2018,243.41,705312.23,20.240000000000002
Libia,2009,79.79,159620.13,19.98
Ucrania,2013,64.48,122129.44,19.98
Croacia,2018,57.94,174646.62,19.97
Argelia,2013,68.81,130390.56,19.94
Albania,2007,47.88,94897.69,19.93
Georgia,2009,85.04,172602.77,19.93
Macao,2016,81.87,237283.13999999998,19.93
Croacia,2012,83.42,152705.71,19.92
Montserrat,2009,58.09,129396.53,19.91
Libia,2012,89.5,160288.13,19.9
Croacia,2017,68.17,198097.98,19.86
Georgia,2011,96.76,172988.48,19.79
Irán- República Islámica de,2006,48.81,114618.58,19.59
Turquía,2010,89.64,170291.15000000002,19.46
Honduras,2015,173.72,461127.08999999997,19.419999999999998
Indonesia,2015,78.86,192564.34,19.28
Indonesia,2017,64.65,193586.24,19.28
Túnez,2006,48.57,109472.56,19.28
Armenia,2015,67.99,162272.76,19.27
Armenia,2016,57.81,191593.76,19.27
Libia,2014,58.76,120216.75,19.27
Libia,2017,63.42,190562.19,19.27
Croacia,2010,93.48,169676.81,19.27
Jamaica,2013,47.99,92535.5,19.26
Argelia,2012,93.4,170725.92,19.26
Irán- República Islámica de,2016,70.76,207607.27,19.25
Irán- República Islámica de,2018,62.62,177580.32,19.25
Vietnam,2006,51.41,120229.36,19.25
Polinesia Francesa,2015,58.12,177118.56,19.25
Macao,2008,64.73,112569.48,19.25
Georgia,2013,56.78,107261.76,19.25
Polinesia Francesa,2008,58.19,106094.53,19.25
Indonesia,2014,85.25,157931.52,19.24
Reunión,2009,69.84,140293.99,19.23
Polinesia Francesa,2018,65.96,190998.5,19.23
Túnez,2007,46.24,92572.09,19.23
Argelia,2018,59.87,168015.3,19.22
Irán- República Islámica de,2015,54.96,180666.61,19.22
Yugoslavia,2008,59.19,101214.97,19.22
Polinesia Francesa,2006,55.92,140836.6,19.22
Armenia,2014,55.99,114361.6,19.2
Albania,2016,62.66,186280.08,19.2
Albania,2014,88.79,175434.54,19.2
Argelia,2007,45.42,88947.73,19.2
Polinesia Francesa,2007,59.09,131368.26,19.18
Centroafricana- Republica,2008,66.0,115402.78,19.16
ZFP Parque Industrial Dexton,2009,64.2,142979.28,19.16
Georgia,2018,61.18,174487.75,19.14
República Dominicana,2013,263.11,490453.62000000005,18.979999999999997
Lituania,2018,62.79,175290.36,18.95
Bolivia,2009,254.76999999999995,527766.68,18.550000000000004
Paraguay,2013,364.46,681585.13,18.330000000000002
Qatar,2018,176.46,513139.54000000004,18.21
Oman,2016,58.57,195727.8,18.02
Emiratos Árabes Unidos,2010,90.69,172959.45,18.0
Arabia Saudita,2010,87.86,169730.29,17.95
Bahrein,2008,67.31,157936.6,17.95
Feroe- Islas,2009,70.83,160968.81,17.89
Corea- República Democrática,2008,75.51,138569.22,17.85
Feroe- Islas,2012,78.71,140119.31,17.54
Georgia,2006,46.08,109536.25,17.53
Vietnam,2009,64.51,128505.03,17.52
Surinam,2006,200.95000000000002,481105.32999999996,17.3
Lituania,2011,365.86,684483.51,16.990000000000002
Surinam,2010,199.66,375151.84,16.89
Paraguay,2014,374.57,752740.98,16.84
Filipinas,2018,50.61,150507.87,16.599999999999998
Surinam,2014,276.45,532398.2699999999,16.14
Surinam,2013,274.7499999999999,514230.8400000001,16.05
Uruguay,2008,116.08,226162.97999999998,15.879999999999999
Guyana,2013,175.60000000000002,329167.34,15.52
Lituania,2017,99.53999999999999,295378.12,15.18
Barbados,2013,226.20999999999998,416872.17,15.169999999999998
Colombia,2015,209.79000000000005,582624.2800000001,14.839999999999996
ZFP Bogotá,2014,305.90999999999997,618095.2199999999,14.61999999999999
Panamá,2006,123.42999999999998,289385.28,14.14
Uruguay,2007,132.7,264387.59,14.089999999999998
Gibraltar,2006,33.38,81795.12,14.0
Gibraltar,2008,45.01,76378.85,14.0
Gibraltar,2009,49.05,114557.65,14.0
Belice,2012,70.10000000000001,126146.72,13.8
Brasil,2016,130.67,397736.66,13.77
Paraguay,2010,184.16,348643.9600000001,13.509999999999998
Surinam,2016,176.19,527290.6399999999,13.43
Belice,2011,37.19,67591.63,13.15
República Dominicana,2008,141.62,263592.41000000003,12.99
Barbados,2010,148.67000000000002,283061.79,12.989999999999998
Guyana,2015,203.0,543984.62,12.900000000000002
Bolivia,2006,129.01000000000002,297894.53,12.88
República Checa,2016,78.0,223847.55,12.71
Uruguay,2009,130.13000000000002,284779.43999999994,12.339999999999998
Barbados,2015,208.19,591169.69,12.100000000000001
Barbados,2009,140.28,305211.95999999996,11.74
India,2012,72.18,130539.27,11.41
Barbados,2008,129.72,257869.06,11.35
El Salvador,2009,280.36,597978.43,11.35
Barbados,2014,180.57,363071.58999999997,11.310000000000002
República Checa,2018,69.85,206739.18,11.3
Guyana,2012,161.62999999999997,291678.56000000006,11.260000000000002
Surinam,2017,150.64,446863.23,11.170000000000002
República Dominicana,2009,116.45,249667.61999999997,11.16
ZFP Bogotá,2013,207.85999999999993,387256.81,11.109999999999998
Barbados,2007,106.51999999999998,222208.83000000005,10.58
Belice,2010,141.85,275321.86000000004,10.579999999999998
Albania,2011,32.06,57428.23,10.52
ZFP Bogotá,2008,56.96,129458.08,10.5
Barbados,2018,137.69,399542.20999999996,10.48
Barbados,2016,162.88000000000002,485879.29000000004,10.44
Surinam,2015,149.26,404273.57999999996,10.29
India,2015,389.29999999999995,1053904.9500000002,10.2
República Dominicana,2014,111.35,217627.49,10.180000000000001
Costa Rica,2007,74.05,152227.14,9.9
Chipre,2013,30.65,57715.34,9.74
Guyana,2016,168.05,504380.4300000001,9.629999999999997
ZFPE BIO D,2009,56.620000000000005,118227.10999999999,9.61
Guyana,2008,110.06,222794.88999999998,9.360000000000001
República Checa,2015,46.35,142087.85,9.1
Lituania,2009,168.48,378215.80000000005,9.05
Paraguay,2008,76.08000000000001,151446.02,8.77
Santa Lucia,2011,60.51,112201.57999999999,8.749999999999998
Guyana,2010,90.45999999999998,168022.75,8.53
Belice,2007,122.67999999999999,256201.92,8.48
Uruguay,2010,107.53000000000002,208742.33,8.44
Barbados,2017,133.90000000000003,393301.6999999999,8.379999999999999
Guyana,2009,104.86,242742.55000000002,8.129999999999999
Belice,2015,154.11,405771.4,8.1
Cuba,2007,63.669999999999995,128805.76000000001,8.069999999999999
Tailandia,2016,102.24000000000001,305259.62,7.96
Tailandia,2012,141.77,251859.22999999998,7.840000000000001
Guyana,2007,67.99,137380.69,7.53
República Dominicana,2006,55.769999999999996,134387.69999999998,7.290000000000001
Honduras,2013,102.64999999999999,187526.85,7.130000000000001
Cuba,2017,71.54,210691.02000000002,6.96
Austria,2017,47.11,138553.22,6.9
Dominica,2011,91.69999999999997,166868.37,6.860000000000001
Corea- República Democrática,2006,75.24,176128.56,6.84
República Dominicana,2007,60.4,129234.54999999999,6.7299999999999995
Guyana,2017,100.73,298537.75,6.57
Belice,2017,94.01,287091.57,6.51
Belice,2018,99.2,284769.29000000004,6.470000000000001
Belice,2014,110.72999999999999,222320.13999999998,6.34
Belice,2016,75.30999999999999,234137.14,6.24
Belice,2013,106.70000000000002,196420.31,6.21
Lituania,2007,94.72,199486.67,6.2
Granada,2011,76.54999999999998,139011.94999999998,6.14
Honduras,2012,127.37,228863.56,6.09
Austria,2016,37.269999999999996,113181.01,6.09
El Salvador,2007,112.29,226428.95,5.94
Lituania,2013,128.9,236500.85,5.93
Ucrania,2006,81.29,190407.69,5.83
ZFP Cartagena,2013,128.0,243391.51,5.789999999999999
Dominica,2016,147.64999999999998,441260.91000000003,5.749999999999999
Belice,2008,85.36,149557.2,5.68
Santa Lucia,2009,84.29999999999998,183162.90999999997,5.48
Belice,2006,79.98,187317.68,5.4399999999999995
India,2013,273.84,516062.39,5.43
Filipinas,2017,19.57,57888.78,5.359999999999999
Letonia,2006,76.25,174812.62,5.35
Austria,2013,29.080000000000002,53008.840000000004,5.22
Guyana,2018,84.75999999999999,241463.23,5.2
Camerún,2007,24.15,48058.72,5.08
Guyana,2014,81.49999999999999,154612.97,5.000000000000001
Bulgaria,2015,62.739999999999995,150526.81,4.91
ZFP Cartagena,2012,21.03,38215.42,4.88
Dominica,2014,115.33000000000001,239846.55000000002,4.83
Nigeria,2014,67.96,135955.85,4.82
El Salvador,2008,123.82,247589.54,4.79
Cuba,2009,44.83,102853.51999999999,4.77
Guyana,2011,70.03000000000002,130261.27,4.69
ZFP Cartagena,2008,12.74,22841.16,4.55
Tailandia,2015,72.48,205119.61000000002,4.54
Honduras,2014,68.7,143204.08000000002,4.48
Kuwait,2013,67.5,127678.72999999998,4.430000000000001
Granada,2008,60.61000000000001,117783.39000000001,4.35
Ucrania,2012,87.89,160086.83000000002,4.32
Bermudas,2013,53.96,97174.42,4.22
Paraguay,2007,23.96,48681.71000000001,4.21
Antigua y Barbuda,2011,24.060000000000002,43880.92,4.21
Santa Lucia,2014,71.37000000000002,142860.23,4.08
Guatemala,2007,23.869999999999997,47447.73,4.07
Santa Lucia,2017,74.48,220364.19999999998,4.05
Cuba,2016,44.84,137715.28999999998,4.03
Dominica,2018,96.09,284542.06,4.03
Nicaragua,2017,58.54,174242.4,3.92
Santa Lucia,2012,70.25,126327.34,3.9
Lituania,2010,73.63,145377.49,3.89
Santa Lucia,2008,54.120000000000005,109954.75000000001,3.8800000000000003
Santa Lucia,2015,69.75,191319.06999999998,3.8000000000000003
Santa Lucia,2018,64.38999999999999,187249.29,3.6900000000000004
Dominica,2017,97.1,287133.24,3.669999999999999
San Vicente y las Granadinas,2011,13.83,24978.980000000003,3.56
Dominica,2012,76.85999999999999,138237.04,3.49
Cuba,2018,31.180000000000003,90523.05,3.4699999999999993
Bulgaria,2016,44.85,133721.23,3.4000000000000004
Santa Lucia,2013,61.599999999999994,112246.30999999998,3.31
Austria,2014,34.65,72321.24999999999,3.29
Santa Lucia,2016,58.23,178542.86,3.2800000000000002
Dominica,2013,87.49000000000001,163481.78,3.28
ZFP Pacifico,2010,29.25,55074.969999999994,3.25
India,2014,259.47,525387.47,3.24
ZFP Bogotá,2015,56.63999999999999,139904.26,3.2299999999999995
Santa Lucia,2010,50.089999999999996,95856.10999999999,3.21
Dominica,2015,84.23999999999998,230536.09,3.2
Granada,2007,41.31,88925.85999999999,3.15
Barbados,2006,40.919999999999995,98034.42,3.08
Países no precisados en otra parte y desconocidos,2006,14.32,34213.39,3.06
ZFP Cucuta,2006,31.580000000000002,73146.28000000001,3.0
Dominica,2009,59.72,120549.32,3.0
Granada,2012,52.220000000000006,92939.28,2.9899999999999998
Santa Lucia,2007,35.39,75481.21,2.87
Granada,2010,52.580000000000005,100932.06,2.85
Dominica,2006,35.92,82918.65,2.84
Bermudas,2012,35.0,63611.54,2.84
Granada,2014,59.410000000000004,116205.05,2.7399999999999998
Kuwait,2007,34.19,68042.85,2.7
Dominica,2007,40.74,78058.59,2.69
Granada,2006,29.200000000000003,69329.83,2.5100000000000002
Antigua y Barbuda,2006,25.37,59270.34,2.5
Kuwait,2018,14.48,43120.89,2.5
Cuba,2013,36.1,68157.17,2.45
Kuwait,2006,31.67,71836.38,2.42
Cuba,2006,20.22,45768.34999999999,2.37
Cuba,2008,18.580000000000002,38094.22,2.3000000000000003
ZFPE BIO D,2008,11.2,25845.15,2.2
Brasil,2015,20.110000000000003,57127.340000000004,2.1699999999999995
ZFP Cartagena,2006,12.92,30213.43,2.16
Guayana Francesa,2007,26.23,58366.86,2.12
Antigua y Barbuda,2009,22.240000000000002,47619.96,2.0
Granada,2015,41.5,115704.68000000001,1.9900000000000002
Túnez,2016,3.98,12146.24,1.99
Cuba,2014,30.229999999999997,56956.689999999995,1.97
Filipinas,2010,100.0,182653.98,1.93
Costa de Marfil,2006,23.57,60793.15,1.92
Austria,2015,11.540000000000001,32488.17,1.9
Granada,2013,40.800000000000004,76721.45999999999,1.8900000000000001
Cuba,2010,19.28,36792.729999999996,1.87
Austria,2018,18.6,53690.57,1.78
Antigua y Barbuda,2012,15.049999999999999,26872.969999999994,1.78
Cuba,2015,26.61,67516.83,1.7799999999999998
Dominica,2010,34.81,64109.479999999996,1.77
Granada,2009,31.979999999999997,65031.770000000004,1.77
ZFP Barranquilla,2012,36.31999999999999,65744.76,1.75
Cuba,2012,39.69,70599.06,1.74
Guyana,2006,18.45,44196.3,1.71
Antigua y Barbuda,2017,32.19,95471.70000000001,1.6600000000000001
San Vicente y las Granadinas,2012,20.5,36735.439999999995,1.59
Nigeria,2016,14.530000000000001,45513.99,1.58
Granada,2017,31.01,91902.24999999999,1.5600000000000003
Antigua y Barbuda,2014,27.15,53543.030000000006,1.55
Nigeria,2017,13.74,40451.72,1.49
Tailandia,2011,101.27,179018.69,1.41
Antigua y Barbuda,2010,6.25,11666.17,1.4
San Vicente y las Granadinas,2017,25.700000000000003,75012.74,1.3299999999999998
Bahrein,2018,14.35,41803.170000000006,1.3
Antigua y Barbuda,2016,22.63,68166.62999999999,1.2400000000000002
ZFP Cartagena,2009,9.88,20198.49,1.24
Irak,2013,14.21,26080.01,1.21
Santa Lucia,2006,15.27,35743.770000000004,1.1800000000000002
Belice,2009,16.01,31647.71,1.14
San Vicente y las Granadinas,2018,23.85,70572.60999999999,1.12
Antigua y Barbuda,2008,13.59,27271.050000000003,1.11
Irak,2014,11.299999999999999,21622.809999999998,1.11
Territorio Británico del Océano indico,2009,68.62,164155.33,1.1
Brasil,2012,6.370000000000001,11444.38,1.08
ZFP Palmaseca,2010,16.1,30541.119999999995,1.04
Irak,2012,11.35,20469.09,1.0
Granada,2016,18.119999999999997,54081.92,0.9900000000000001
Antigua y Barbuda,2013,17.33,32109.28,0.98
Eslovaquia,2016,8.3,26074.6,0.96
Antigua y Barbuda,2007,11.51,24016.42,0.9400000000000002
Mongolia,2006,7.45,17664.07,0.9400000000000001
San Vicente y las Granadinas,2010,15.08,28886.809999999998,0.9400000000000001
San Cristóbal y Nieves,2011,3.08,5848.14,0.94
ZFP Cartagena,2010,36.370000000000005,70204.67,0.94
Granada,2018,18.68,53779.92,0.9299999999999999
Haití,2009,7.119999999999999,14277.46,0.89
San Vicente y las Granadinas,2016,15.51,46073.04,0.8500000000000001
Kuwait,2017,8.55,25544.95,0.81
Brasil,2009,7.95,17940.46,0.8
ZFP Cucuta,2010,7.81,15517.38,0.78
Bahrein,2017,5.89,16832.83,0.7
Oman,2008,5.01,8889.61,0.7
India,2008,37.37,67157.95,0.66
San Vicente y las Granadinas,2014,12.31,22889.9,0.64
Kuwait,2016,4.58,13543.16,0.63
Haití,2014,8.57,17896.18,0.63
Irak,2010,5.4,10527.5,0.6100000000000001
ZFP Santander,2014,12.75,24861.07,0.6000000000000001
Tailandia,2013,13.899999999999999,26143.940000000002,0.6
ZFP Palmaseca,2006,4.369999999999999,10306.19,0.5800000000000001
ZFP Cartagena,2011,5.99,11332.93,0.5700000000000001
Kuwait,2014,16.39,33240.39,0.54
San Cristóbal y Nieves,2012,2.79,4965.9,0.53
ZFP Santander,2013,10.350000000000001,18792.309999999998,0.52
Irak,2011,5.0,9359.849999999999,0.51
ZFP Palmaseca,2011,9.790000000000001,18102.100000000002,0.5
Brasil,2013,5.7,10750.08,0.5
Haití,2008,4.53,8092.96,0.5
Austria,2011,3.09,5698.08,0.43
ZFP Palmaseca,2012,7.95,14345.119999999999,0.41000000000000003
ZFP Barranquilla,2013,5.22,9884.37,0.4
Antigua y Barbuda,2015,7.83,19250.92,0.39
San Vicente y las Granadinas,2013,9.44,16717.73,0.39
San Cristóbal y Nieves,2017,5.73,16901.42,0.39
Caimán- Islas,2011,10.53,19510.95,0.39
Austria,2012,3.94,7085.700000000001,0.36
Martinica,2011,5.72,10296.779999999999,0.35
ZFP Pacifico,2011,5.01,9385.14,0.34
Eslovaquia,2017,3.63,10619.37,0.3
San Vicente y las Granadinas,2007,3.67,7211.320000000001,0.3
ZFP Barranquilla,2017,3.14,9460.32,0.3
ZFP Barranquilla,2006,1.36,3105.11,0.3
Haití,2007,2.5,5062.88,0.28
San Cristóbal y Nieves,2016,3.9999999999999996,11875.210000000001,0.27
ZFP Palmaseca,2009,1.8599999999999999,3799.41,0.26
San Vicente y las Granadinas,2008,3.9499999999999997,7229.27,0.26
Tailandia,2017,5.68,16513.42,0.25
San Cristóbal y Nieves,2015,4.25,11756.82,0.25
India,2007,8.76,18223.91,0.24
Antigua y Barbuda,2018,3.2,9560.82,0.23
San Cristóbal y Nieves,2018,2.29,6518.7,0.23
ZFP Barranquilla,2018,2.19,6093.84,0.2
San Vicente y las Granadinas,2015,3.13,9048.17,0.16999999999999998
San Vicente y las Granadinas,2009,2.66,5902.94,0.16
San Cristóbal y Nieves,2013,2.36,4456.49,0.15
ZFP Barranquilla,2015,1.98,4770.29,0.15
ZFP Barranquilla,2016,1.49,4453.53,0.15
San Vicente y las Granadinas,2006,1.41,3557.76,0.14
San Cristóbal y Nieves,2014,2.21,4358.01,0.13
Hungría,2018,1.57,4530.28,0.13
Nigeria,2015,2.04,6516.25,0.12
ZFP Santander,2015,2.7399999999999998,6602.26,0.12
República Checa,2017,2.11,6190.05,0.1
San Cristóbal y Nieves,2009,1.6,3173.49,0.09000000000000001
Filipinas,2014,0.29,563.4,0.07
ZFPE BIO D,2018,2.16,6327.16,0.06
India,2009,4.97,12161.74,0.06
ZFPE papeles del Cauca,2011,1.3,2492.91,0.06
Brasil,2011,0.32,608.64,0.05
Brasil,2010,0.05,94.17,0.04
Eslovaquia,2014,0.8,1543.88,0.03
Brasil,2008,0.7,1318.26,0.03
ZFP Candelaria,2011,0.32,601.66,0.03
Albania,2010,0.03,60.08,0.02
Nepal,2007,0.03,57.87,0.01
Costa Rica,2006,0.0,7.85,0.0
Brasil,2006,0.01,22.6,0.0
Malta,2010,0.0,14.42,0.0
